# 青空文庫に出現する外字注記とUCSの対応一覧
# 
# ※ 括弧が対応していない等、極端に間違えているものは除外した。
# ※ 注記辞書にない注記でも、「／・＋」等を間違えている程度のものは採集して記載した。
# ※ 「－・-」は「－」に、「+」は「＋」に、「<」は「＜」に統一した。
# ※［…］の前後の「」の括弧の抜けは補完した。
# ※ IVSで表記可能なものは、Adobe-Japan1 を優先し、無いものに限り汎用電子も使用した。
# ※ 注記辞書の記法から逸れている表記には念のため「標準注記外」とコメントに付記した。
################################
# AozoraEpub3 Modified
#
# http://kanji-database.sourceforge.net/aozora/gaiji.html
# https://github.com/cjkvi/cjkvi-data/blob/master/aozora_gaiji_chuki.txt
# 上記から取得後以下の変換を行った
# 注記内 － を － に変換
# ・IVS文字は chuki_ivs.txt に移動
# ・2文字以上は濁点半濁点以外コメントアウト
# ・※で始まらない物はコメントアウトまたは読み込み時に除外
################################

#UCS	IVS	char	青空文庫記法	→コメント
U+07BAF		箯	※［＃「竹かんむり／（にんべん＋哽のつくり）」、第4水準2-83-56］
U+07BB0		箰	※［＃「竹かんむり／旬／子」］
U+07BB2		箲	※［＃「竹かんむり／洗」］
U+07BB5		箵	※［＃「竹かんむり／省」、第4水準2-83-57］
U+07BB6		箶	※［＃「竹かんむり／胡」］
U+07BBA		箺	※［＃「竹かんむり／春」］
U+07BBB		箻	※［＃「竹かんむり／律」］
U+07BBC		箼	※［＃「竹かんむり／屋」、第4水準2-83-58］
U+07BBD		箽	※［＃「竹かんむり／重」］
U+07BC2		篂	※［＃「竹かんむり／星」］
U+07BC5		篅	※［＃「竹かんむり／端のつくり」、第4水準2-83-59］
U+07BC8		篈	※［＃「竹かんむり／封」］
U+07BCA		篊	※［＃「竹かんむり／洪」、第4水準2-83-60］
U+07BD0		篐	※［＃「箍」の「てへん」に代えて「木」］
U+07BD4		篔	※［＃「竹かんむり／員」、第4水準2-83-63］
U+07BD6		篖	※［＃「竹かんむり／溏のつくり」、第4水準2-83-64］
U+07BD7		篗	※［＃「竹かんむり／隻」、第3水準1-89-69］
U+07BD9		篙	※［＃「竹かんむり／高」、第3水準1-89-70］
U+07BDA		篚	※［＃「竹かんむり／匪」、第4水準2-83-65］
U+07BDB		篛	※［＃「竹かんむり／嫋のつくり」］
U+07BE8		篨	※［＃「竹かんむり／除」］
U+07BEA		篪	※［＃「竹かんむり／褫のつくり」、第4水準2-83-66］
U+25C4B		𥱋	※［＃「竹かんむり／（さんずい＋刃）／木」、第4水準2-83-61］
U+25C4C		𥱌	※［＃「竹かんむり／候」］
U+25C64		𥱤	※［＃「竹かんむり／修」、第4水準2-83-62］
U+07BF0		篰	※［＃「竹かんむり／部」、第4水準2-83-67］
U+07BF2		篲	※［＃「竹かんむり／彗」］
U+07BF2		篲	※［＃「竹／彗」］	→標準注記外
U+07BF4		篴	※［＃「竹かんむり／二点しんにょうの逐」］
U+07BF5		篵	※［＃「竹かんむり／從」］
U+07BF8		篸	※［＃「竹かんむり／參」］
U+07BF9		篹	※［＃「纂」の「糸」に代えて「巳」］
U+07BFA		篺	※［＃「箝」の「甘」に代えて「婢のつくり」］
U+07BFC		篼	※［＃「竹かんむり／兜」］
U+07BFE		篾	※［＃「韈のつくり」の「くさかんむり」に代えて「竹かんむり」］
U+07C01		簁	※［＃「竹かんむり／徙」、第3水準1-89-71］
U+07C02		簂	※［＃「竹かんむり／國」］
U+07C03		簃	※［＃「竹かんむり／移」、第4水準2-83-68］
U+07C04		簄	※［＃「竹かんむり／（戸の旧字＋邑）」］
U+07C06		簆	※［＃「竹かんむり／寇」の「攴」に代えて「攵」］
U+07C09		簉	※［＃「竹かんむり／慥のつくり」］
U+07C0B		簋	※［＃「竹かんむり／艮／皿」、第4水準2-83-69］
U+07C0C		簌	※［＃「竹かんむり／（嗽－口）」］
U+07C0C		簌	※［＃「竹／（束＋欠）」］	→標準注記外
U+07C0E		簎	※［＃「竹かんむり／措」、第4水準2-83-70］
U+07C0F		簏	※［＃「竹かんむり／鹿」、第4水準2-83-71］
U+07C19		簙	※［＃「竹かんむり／博」の「縛のつくり」に代えて「溥のつくり」］
U+07C1B		簛	※［＃「竹かんむり／斯」］
U+07C1E		簞	※［＃「竹かんむり／單」、第3水準1-89-73］	→［78互換包摂箪］
U+07C20		簠	※［＃「竹かんむり／甫／皿」、第3水準1-89-74］
U+07C25		簥	※［＃「竹かんむり／喬」］
U+07C26		簦	※［＃「竹かんむり／登」、第4水準2-83-72］
U+07C28		簨	※［＃「竹かんむり／饌のつくり」］
U+07C2A		簪	※［＃「竹かんむり／僭のつくり」］	→［包摂適用　簪］40
U+07C2C		簬	※［＃「竹かんむり／路」］
U+07C2D		簭	※［＃「筮／八／口」］
U+07C2D		簭	※［＃「筮／（兵－丘）／口」］
U+07C31		簱	※［＃「竹かんむり／（方＋其）」、第3水準1-89-72］
U+04264		䉤	※［＃「竹かんむり／数」、第3水準1-89-77］
U+07C33		簳	※［＃「竹かんむり／幹」、第3水準1-89-75］
U+07C34		簴	※［＃「竹かんむり／虚／（兵－丘）」］
U+07C36		簶	※［＃「竹かんむり／祿」、第3水準1-89-76］
U+07C39		簹	※［＃「竹かんむり／當」］
U+07C3A		簺	※［＃「竹かんむり／塞」］
U+07C45		籅	※［＃「竹かんむり／與」、第4水準2-83-73］
U+07C46		籆	※［＃「竹かんむり／護のつくり」］
U+07C4A		籊	※［＃「竹かんむり／櫂のつくり」、第4水準2-83-74］
U+07C55		籕	※［＃「箱」の「目」に代えて「卯／田」］
U+07C51		籑	※［＃「纂」の「糸」に代えて「一／艮」、第4水準2-83-75］
U+07C52		籒	※［＃「箝」の「甘」に代えて「澑のつくり」］
U+07C53		籓	※［＃「竹かんむり／潘」］
U+25DA1		𥶡	※［＃「竹かんむり／輪」、第3水準1-89-78］
U+07C57		籗	※［＃「竹かんむり／霍」、第4水準2-83-76］
U+07C59		籙	※［＃「竹かんむり／（金＋碌のつくり）」、第3水準1-89-79］
U+07C5A		籚	※［＃「竹かんむり／盧」］
U+07C5B		籛	※［＃「竹かんむり／錢」］
U+07C5C		籜	※［＃「竹かんむり＋擇」］	→標準注記外
U+07C5C		籜	※［＃「竹かんむり／擇」］
U+07C5D		籝	※［＃「竹かんむり／（「羸」の「羊」に代えて「女」）」］
U+07C5E		籞	※［＃「竹かんむり／禦」、第4水準2-83-77］
U+07C61		籡	※［＃「箝」の「甘」に代えて「僉」、第4水準2-83-78］
U+07C63		籣	※［＃「竹かんむり／闌」］
U+07C67		籧	※［＃「竹かんむり／遽」］
U+07C6A		籪	※［＃「竹かんむり／斷」］
U+07C6A		籪	※［＃「竹／斷」］	→標準注記外
U+07C69		籩	※［＃「竹かんむり／邊」、第4水準2-83-79］
U+07C6D		籭	※［＃「竹かんむり／麗」、第3水準1-89-80］
U+07C6E		籮	※［＃「竹かんむり／羅」、第4水準2-83-80］
U+07C6F		籯	※［＃「竹かんむり／（「羸」の「羊」に代えて「貝」）」、第4水準2-83-81］
U+07C70		籰	※［＃「竹かんむり／瞿／又」、第4水準2-83-82］
U+07C72		籲	※［＃「竹かんむり／（龠＋頁）」］
U+05A04		娄	※［＃「楼のつくり」］
U+07C79		籹	※［＃「米＋女」、第3水準1-89-81］
U+07C7C		籼	※［＃「米＋山」］
U+07C7D		籽	※［＃「米＋子」］
U+25E2E		𥸮	※［＃「土／米」、第4水準2-83-83］
U+07C86		粆	※［＃「米＋少」］
U+07C87		粇	※［＃「米＋亢」］
U+07C8F		粏	※［＃「米＋太」、第3水準1-89-82］
U+07C94		粔	※［＃「米＋巨」、第3水準1-89-83］
U+25E56		𥹖	※［＃「米＋皮」、第4水準2-83-84］
U+07C9E		粞	※［＃「米＋西」］
U+07CA0		粠	※［＃「米＋共」、第3水準1-89-84］
U+07CA6		粦	※［＃「隣のつくり」、第4水準2-83-86］
U+25E62		𥹢	※［＃「米／耳」、第4水準2-83-87］
U+25E65		𥹥	※［＃「米＋当」、第4水準2-83-85］
U+07CB0		粰	※［＃「米＋孚」］
U+07CB6		粶	※［＃「米＋碌のつくり」、第4水準2-83-88］
U+07CB7		粷	※［＃「米＋鞠のつくり」、第4水準2-83-89］
U+07CBA		粺	※［＃「米＋婢のつくり」］
U+07CBB		粻	※［＃「米＋長」］
U+07CBC		粼	※［＃「隣のつくり＋（巛の波が2本）」、第3水準1-89-85］
U+07CBE		精	※［＃「米＋睛のつくり」］	→［包摂適用　精］146
U+07CBF		粿	※［＃「米＋果」、第4水準2-83-90］
U+07CC4		糄	※［＃「米＋編のつくり」の「戸」に代えて「戸の旧字」、第4水準2-83-92］
U+07CC7		糇	※［＃「米＋侯」］
U+07CC8		糈	※［＃「米＋胥」、第4水準2-83-94］
U+07CC9		糉	※［＃「椶」の「木」に代えて「米」］
U+07CCD		糍	※［＃「米＋滋のつくり」、第4水準2-84-1］
U+25EC2		𥻂	※［＃「米＋柬」、第4水準2-83-93］
U+25ED8		𥻘	※［＃「鄰のへん＋巛」、第4水準2-83-91］
U+07CCF		糏	※［＃「米＋屑」］
U+07CCF		糏	※［＃「米＋（尸＋悄のつくり）」］
U+07CD3		糓	※［＃「轂」の「車」に代えて「米」］
U+07CD4		糔	※［＃「米＋蚤」］
U+07CD5		糕	※［＃「米＋羔」、第3水準1-89-86］
U+07CD7		糗	※［＃「米＋嗅のつくり」、第4水準2-84-3］
U+25EE8		𥻨	※［＃「米＋索」、第4水準2-84-2］
U+07CD9		糙	※［＃「米＋慥のつくり」、第3水準1-89-87］
U+07CDA		糚	※［＃「米＋莊」］
U+07CDD		糝	※［＃「米＋參」、第3水準1-89-88］
U+07CE6		糦	※［＃「米＋喜」、第4水準2-84-5］
U+25F23		𥼣	※［＃「米＋無」、第4水準2-84-4］
U+07CE9		糩	※［＃「米＋會」］
U+07CEB		糫	※［＃「米＋鐶のつくり」、第4水準2-84-6］
U+25F5C		𥽜	※［＃「米＋慮」、第4水準2-84-7］
U+07CF5		糵	※［＃「薛／米」、第4水準2-84-8］
U+07D03		紃	※［＃「糸＋川」、第4水準2-84-9］
U+07D07		紇	※［＃「糸＋乞」、第3水準1-89-89］
U+07D08		紈	※［＃「糸＋丸」、第3水準1-89-90］
U+07D09		紉	※［＃「糸＋仞のつくり」、第4水準2-84-10］
U+042C6		䋆	※［＃「糸＋戸」、第4水準2-84-11］
U+07D0F		紏	※［＃「糸＋斗」］
U+07D11		紑	※［＃「糸＋不」］
U+07D12		紒	※［＃「糸＋介」、第4水準2-84-12］
U+07D13		紓	※［＃「糸＋予」、第3水準1-89-91］
U+07D16		紖	※［＃「糸＋引」］
U+07D1D		紝	※［＃「糸＋壬」、第3水準1-89-92］
U+07D1E		紞	※［＃「糸＋沈のつくり」、第4水準2-84-13］
U+07D23		紣	※［＃「糸＋卆」、第3水準1-89-93］
U+07D26		紦	※［＃「糸＋巴」］
U+07D2A		紪	※［＃「糸＋此」］
U+07D2D		紭	※［＃「糸＋弘」］
U+07D31		紱	※［＃「糸＋拔のつくり」、第3水準1-89-94］
U+07D3C		紼	※［＃「糸＋弗」］
U+07D3D		紽	※［＃「糸＋它」、第4水準2-84-16］
U+07D3E		紾	※［＃「糸＋珍のつくり」、第4水準2-84-17］
U+07D40		絀	※［＃「糸＋出」、第4水準2-84-18］
U+07D41		絁	※［＃「糸＋施のつくり」、第3水準1-90-1］
U+07D47		絇	※［＃「糸＋句」、第4水準2-84-19］
U+07D48		絈	※［＃「糸＋白」、第3水準1-90-2］
U+25FD4		𥿔	※［＃「糸＋土／乂」、第4水準2-84-15］
U+25FE0		𥿠	※［＃「糸＋布」、第4水準2-84-14］
U+2B0E0		𫃠	※［＃「糸＋包」］
U+042D6		䋖	※［＃「糸＋聿」、第4水準2-84-22］
U+042DD		䋝	※［＃「糸＋桜のつくり」、第4水準2-84-27］
U+07D4D		絍	※［＃「糸＋任」］
U+07D51		絑	※［＃「糸＋朱」］
U+07D53		絓	※［＃「糸＋圭」、第3水準1-90-3］
U+07D55		絕	※［＃「絶」の「危－厄」に代えて「刀」］	→［包摂適用　絶］81
U+07D57		絗	※［＃「糸＋回」］
U+07D59		絙	※［＃「糸＋亘」、第4水準2-84-23］
U+07D5A		絚	※［＃「糸＋亙」、第4水準2-84-24］
U+07D5C		絜	※［＃「禊のつくり」の「大」に代えて「糸」、第3水準1-90-4］
U+07D5D		絝	※［＃「糸＋夸」］
U+07D65		絥	※［＃「糸＋伏」］
U+07D67		絧	※［＃「糸＋同」］
U+07D6A		絪	※［＃「糸＋因」、第4水準2-84-25］
U+07D6B		絫	※［＃「參」の「珍のつくり」に代えて「糸」］
U+07D6B		絫	※［＃「（ム／（ム＋ム））／糸」］
U+07D70		絰	※［＃「糸＋至」、第4水準2-84-26］
U+25FFB		𥿻	※［＃「糸＋旨」、第4水準2-84-21］
U+2600C		𦀌	※［＃「糸＋如」、第4水準2-84-20］
U+07D78		絸	※［＃「糸＋見」］
U+07D7A		絺	※［＃「糸＋希」、第3水準1-90-5］
U+07D7B		絻	※［＃「糸＋俛のつくり」］
U+07D7F		絿	※［＃「糸＋求」、第4水準2-84-28］
U+07D81		綁	※［＃「糸＋邦」］
U+07D82		綂	※［＃「糸＋（亠／兄）」］
U+07D83		綃	※［＃「糸＋悄のつくり」、第3水準1-90-6］
U+07D85		綅	※［＃「糸＋駸のつくり」］
U+07D86		綆	※［＃「糸＋哽のつくり」、第4水準2-84-30］
U+07D88		綈	※［＃「糸＋弟」、第4水準2-84-31］
U+07D8B		綋	※［＃「糸＋宏」、第3水準1-90-7］
U+07D8C		綌	※［＃「糸＋谷」、第4水準2-84-32］
U+07D8D		綍	※［＃「糸＋孛」］
U+07D91		綑	※［＃「糸＋困」］
U+07D96		綖	※［＃「蜒」の「虫」に代えて「糸」］
U+07D97		綗	※［＃「糸＋冏」、第4水準2-84-33］
U+07D98		綘	※［＃「糸＋峰のつくり」］
U+07D98		綘	※［＃「糸＋逢のつくり」］
U+26017		𦀗	※［＃「糸＋赤」、第4水準2-84-29］
U+07D9D		綝	※［＃「糸＋林」、第4水準2-84-35］
U+07D9E		綞	※［＃「糸＋垂」］
U+07DA0		綠	※［＃「糸＋碌のつくり」、第3水準1-90-8］	→［包摂適用　緑］167
U+07DA6		綦	※［＃「棊」の「木」に代えて「糸」、第3水準1-90-9］
U+07DA7		綧	※［＃「糸＋享」、第4水準2-84-36］
U+07DAA		綪	※［＃「糸＋睛のつくり」、第4水準2-84-37］
U+07DB3		綳	※［＃「糸＋（萠－くさかんむり）」］
U+07DB6		綶	※［＃「糸＋果」、第4水準2-84-38］
U+07DB7		綷	※［＃「糸＋卒」、第4水準2-84-39］
U+07DB9		綹	※［＃「糸＋咎」の「人」に代えて「占－口」］
U+07DC0		緀	※［＃「糸＋妻」、第4水準2-84-40］
U+07DC2		緂	※［＃「糸＋炎」、第3水準1-90-10］
U+07DC3		緃	※［＃「糸＋從のつくり」］
U+07DC4		緄	※［＃「糸＋昆」］
U+07DC5		緅	※［＃「糸＋取」］
U+07DC5		緅	※［＃「糸＋諏のつくり」］
U+07DC6		緆	※［＃「糸＋易」］
U+07DC9		緉	※［＃「糸＋裲のつくり」］
U+07DCC		緌	※［＃「糸＋委」、第3水準1-90-11］
U+07DCD		緍	※［＃「糸＋昏」］
U+07DCE		緎	※［＃「糸＋或」］
U+26060		𦁠	※［＃「糸＋明」、第4水準2-84-34］
U+04302		䌂	※［＃「糸＋屋」、第4水準2-84-46］
U+07DD6		緖	※［＃「糸＋睹のつくり」、第3水準1-90-12］	→［包摂適用　緒］125
U+07DD7		緗	※［＃「糸＋相」、第4水準2-84-41］
U+07DD9		緙	※［＃「糸＋革」、第4水準2-84-42］
U+07DE2		緢	※［＃「糸＋苗」］
U+07DE3		緣	※［＃「糸＋彖」、第3水準1-90-13］
U+07DE5		緥	※［＃「糸＋保」］
U+07DE6		緦	※［＃「糸＋思」、第4水準2-84-43］
U+07DEA		緪	※［＃「糸＋恆」］
U+07DEB		緫	※［＃「糸＋怱」］
U+07DED		緭	※［＃「糸＋胃」］
U+07DF1		緱	※［＃「糸＋侯」、第4水準2-84-44］
U+07DF5		緵	※［＃「糸＋椶のつくり」］
U+07DF6		緶	※［＃「糸＋（にんべん＋哽のつくり）」］
U+07DF9		緹	※［＃「糸＋是」、第4水準2-84-45］
U+07DFA		緺	※［＃「糸＋咼」］
U+07E00		縀	※［＃「糸＋（暇－日）」］
U+07E08		縈	※［＃「螢」の「虫」に代えて「糸」、第3水準1-90-16］
U+07E10		縐	※［＃「糸＋芻」、第4水準2-84-49］
U+07E11		縑	※［＃「糸＋賺のつくり」、第3水準1-90-17］
U+07E13		縓	※［＃「糸＋原」］
U+07E15		縕	※［＃「糸＋慍のつくり」、第3水準1-90-18］
U+07E17		縗	※［＃「糸＋衰」、第4水準2-84-50］
U+07E1C		縜	※［＃「糸＋員」］
U+07E1D		縝	※［＃「糸＋眞」、第4水準2-84-51］
U+07E20		縠	※［＃「轂」の「車」に代えて「糸」、第4水準2-84-52］
U+07E27		縧	※［＃「糸＋條」、第4水準2-84-53］
U+07E28		縨	※［＃「糸＋晃」、第3水準1-90-15］
U+260ED		𦃭	※［＃「糸＋島」、第4水準2-84-47］
U+07E2C		縬	※［＃「糸＋戚」、第4水準2-84-54］
U+07E2D		縭	※［＃「糸＋璃のつくり」］
U+07E2F		縯	※［＃「糸＋寅」］
U+07E33		縳	※［＃「糸＋專」］
U+07E36		縶	※［＃「執／糸」］
U+07E3F		縿	※［＃「糸＋參」］
U+07E42		繂	※［＃「糸＋率」］
U+07E44		繄	※［＃「醫」の「酉」に代えて「糸」］
U+07E45		繅	※［＃「糸＋樔のつくり」、第4水準2-84-55］
U+07E47		繇	※［＃「鷂のへん＋系」、第3水準1-90-20］
U+07E4E		繎	※［＃「糸＋然」］
U+07E50		繐	※［＃「糸＋惠」］
U+07E52		繒	※［＃「糸＋曾」、第3水準1-90-21］
U+07E58		繘	※［＃「糸＋橘のつくり」］
U+07E5F		繟	※［＃「糸＋單」］
U+07E61		繡	※［＃「糸＋肅」、第3水準1-90-22］	→［78互換包摂繍］
U+07E62		繢	※［＃「糸＋貴」］
U+07E65		繥	※［＃「糸＋喜」］
U+07E6B		繫	※［＃「（車／凵＋殳）／糸」、第3水準1-94-94］
U+07E6E		繮	※［＃「糸＋橿のつくり」］
U+07E6F		繯	※［＃「糸＋鐶のつくり」］
U+07E73		繳	※［＃「激」の「さんずい」に代えて「糸」、第4水準2-84-56］
U+07E75		繵	※［＃「糸＋亶」、第4水準2-84-57］
U+07E78		繸	※［＃「燧」の「火」に代えて「糸」］
U+07E7E		繾	※［＃「糸＋二点しんにょうの遣」、第4水準2-84-58］
